particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	n_folds	train_folds	mean_items_per_fold	mean_member_targets_per_item	mean_selected_sites	baseline_log_prob_mean	baseline_log_prob_mean_sd	baseline_log_prob_mean_ci_low	baseline_log_prob_mean_ci_high	reference_log_prob_mean	reference_log_prob_mean_sd	reference_log_prob_mean_ci_low	reference_log_prob_mean_ci_high	patched_log_prob_mean	patched_log_prob_mean_sd	patched_log_prob_mean_ci_low	patched_log_prob_mean_ci_high	baseline_log_prob_per_token_mean	baseline_log_prob_per_token_mean_sd	baseline_log_prob_per_token_mean_ci_low	baseline_log_prob_per_token_mean_ci_high	reference_log_prob_per_token_mean	reference_log_prob_per_token_mean_sd	reference_log_prob_per_token_mean_ci_low	reference_log_prob_per_token_mean_ci_high	patched_log_prob_per_token_mean	patched_log_prob_per_token_mean_sd	patched_log_prob_per_token_mean_ci_low	patched_log_prob_per_token_mean_ci_high	patched_metric_change_mean	patched_metric_change_mean_sd	patched_metric_change_mean_ci_low	patched_metric_change_mean_ci_high	effect_score_mean	effect_score_mean_sd	effect_score_mean_ci_low	effect_score_mean_ci_high	normalized_effect_mean	normalized_effect_mean_sd	normalized_effect_mean_ci_low	normalized_effect_mean_ci_high	effect_positive_fraction	effect_positive_fraction_sd	effect_positive_fraction_ci_low	effect_positive_fraction_ci_high	localized_stronger_than_random_mean_fraction	localized_stronger_than_random_mean_fraction_sd	localized_stronger_than_random_mean_fraction_ci_low	localized_stronger_than_random_mean_fraction_ci_high	localized_random_cdf_mean	localized_random_cdf_mean_sd	localized_random_cdf_mean_ci_low	localized_random_cdf_mean_ci_high	localized_stronger_than_random_mean_fraction_items	patched_metric_change_localized_minus_random_mean_mean	effect_score_localized_minus_random_mean_mean	normalized_effect_localized_minus_random_mean_mean	source_path	direction	group	condition	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	1	localized	2	0,1	16.0	15.625	1.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.364442034689954	1.344815985241021	-18.31537053730195	-16.41351353207796	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6447866129739714	0.0284181188774236	-0.6648812575407631	-0.6246919684071797	-0.0055603166061726	0.0048340431788941	-0.0089785013185172	-0.002142131893828	-0.0055603166061726	0.0048340431788941	-0.0089785013185172	-0.002142131893828	-37.035995989068034	52.42934946917431	-74.1091445319205	0.0371525537844384	0.875	0.0883883476483184	0.8125	0.9375	0.6875	0.1767766952966369	0.5625	0.8125	0.796875	0.1325825214724776	0.703125	0.890625	0.6875	-0.0043921032383035	0.0043921032383035	-49.61405798078491	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0055603166061726	0.002142131893828	0.0089785013185172	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	3	localized	2	0,1	16.0	15.625	3.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.52078495263121	1.3076205717073832	-18.44541232610453	-16.59615757915789	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6525193483616205	0.0316654680672666	-0.6749102155614308	-0.6301284811618102	-0.0132930519938216	0.0080813923687371	-0.0190074593391849	-0.0075786446484584	-0.0132930519938216	0.0080813923687371	-0.0190074593391849	-0.0075786446484584	0.4907343951923734	0.5852649071203052	0.0768896105770906	0.904579179807656	0.9375	0.0	0.9375	0.9375	0.9375	0.0	0.9375	0.9375	0.8671875	0.0331456303681194	0.84375	0.890625	0.9375	-0.0113242347225379	0.0113242347225379	-17.91700819929517	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0132930519938216	0.0075786446484584	0.0190074593391849	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	5	localized	2	0,1	16.0	15.625	5.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.783812946891764	1.123150868642374	-18.57800054240435	-16.989625351379182	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.664183957455256	0.040302641150554	-0.6926822283125408	-0.6356856865979713	-0.0249576610874572	0.0167185654520244	-0.0367794720902948	-0.0131358500846196	-0.0249576610874572	0.0167185654520244	-0.0367794720902948	-0.0131358500846196	-1.9336908362247465	2.949033302838912	-4.018972282607103	0.1515906101576097	0.9375	0.0	0.9375	0.9375	0.875	0.0883883476483184	0.8125	0.9375	0.84375	0.1325825214724776	0.75	0.9375	0.875	-0.0206691477135217	0.0206691477135217	-9.503643736033712	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0249576610874572	0.0131358500846196	0.0367794720902948	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	10	localized	2	0,1	16.0	15.625	10.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-18.605885966745397	1.5384507685943545	-19.69373493774012	-17.51803699575067	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6959174462812583	0.0275309245847929	-0.7153847497475009	-0.6764501428150158	-0.0566911499134595	0.0039468488862634	-0.0594819935252549	-0.0539003063016641	-0.0566911499134595	0.0039468488862634	-0.0594819935252549	-0.0539003063016641	-110.94297688411224	157.24953551835918	-222.13518978757887	0.2492360193544059	1.0	0.0	1.0	1.0	0.96875	0.0441941738241592	0.9375	1.0	0.984375	0.0220970869120796	0.96875	1.0	0.96875	-0.0518602903555765	0.0518602903555765	-132.51214802421862	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0566911499134595	0.0539003063016641	0.0594819935252549	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	1	localized	2	0,1	16.0	15.625	1.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.353569006876235	1.40268294763592	-18.34541563100433	-16.36172238274814	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6438855300870956	0.0251253212032885	-0.661651815089431	-0.6261192450847601	-0.0046592337192967	0.0015412455047589	-0.0057490588671851	-0.0035694085714084	-0.0046592337192967	0.0015412455047589	-0.0057490588671851	-0.0035694085714084	65.06606826626708	91.99025455433876	0.0191354678174608	130.1130010647167	0.9375	0.0	0.9375	0.9375	0.875	0.0883883476483184	0.8125	0.9375	0.828125	0.0662912607362388	0.78125	0.875	0.875	-0.0040338008136804	0.0040338008136804	51.60018256881492	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0046592337192967	0.0035694085714084	0.0057490588671851	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	3	localized	2	0,1	16.0	15.625	3.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.4738585345111	1.376485650142499	-18.447180871932837	-16.500536197089364	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6486213840391893	0.0265756013358681	-0.667413171957892	-0.6298295961204867	-0.0093950876713906	0.0029915256373386	-0.0115104157356461	-0.007279759607135	-0.0093950876713906	0.0029915256373386	-0.0115104157356461	-0.007279759607135	18.75997599377409	26.46037179581643	0.0496676642350338	37.47028432331316	0.84375	0.1325825214724776	0.75	0.9375	0.78125	0.0441941738241592	0.75	0.8125	0.7890625	0.0773398041922786	0.734375	0.84375	0.78125	-0.0078150385341968	0.0078150385341968	26.94984926763416	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0093950876713906	0.007279759607135	0.0115104157356461	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	5	localized	2	0,1	16.0	15.625	5.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.49176559168956	1.3376571570648548	-18.43763203835284	-16.545899145026283	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6498877922830713	0.0281640797599333	-0.6698028040671988	-0.6299727804989436	-0.0106614959152723	0.0045800040614038	-0.0139000478449529	-0.0074229439855918	-0.0106614959152723	0.0045800040614038	-0.0139000478449529	-0.0074229439855918	-15.716766216725643	22.31133538547913	-31.49326276512531	0.0597303316740198	0.875	0.0883883476483184	0.8125	0.9375	0.75	0.1767766952966369	0.625	0.875	0.7578125	0.0994368911043582	0.6875	0.828125	0.75	-0.0086851791388142	0.0086851791388142	-90.28086358532092	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0106614959152723	0.0074229439855918	0.0139000478449529	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	10	localized	2	0,1	16.0	15.625	10.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-17.664553751866038	1.462577082785459	-18.698751925111672	-16.6303555786204	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6548955353232868	0.0209166742859463	-0.6696858575507497	-0.6401052130958238	-0.0156692389554879	0.002667401412583	-0.017555376582472	-0.0137831013285039	-0.0156692389554879	0.002667401412583	-0.017555376582472	-0.0137831013285039	-58.2952620523208	82.53636068045041	-116.65728238392602	0.0667582792844124	0.90625	0.0441941738241592	0.875	0.9375	0.8125	0.0883883476483184	0.75	0.875	0.765625	0.110485434560398	0.6875	0.84375	0.8125	-0.013418726193401	0.013418726193401	-90.332125238979	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0156692389554879	0.0137831013285039	0.017555376582472	patched_minus_baseline
exclusive_just_to_only	resid	utterance_final	prompt_without	necessity	generated	1	localized	2	0,1	16.0	15.625	1.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-18.00546952575573	1.5775866818444622	-19.12099176639753	-16.889947285113927	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6706124813891677	0.0219158630817769	-0.6861093367898481	-0.6551156259884874	-0.0313861850213689	0.0016682126167525	-0.0325657894751356	-0.0302065805676022	-0.0313861850213689	0.0016682126167525	-0.0325657894751356	-0.0302065805676022	-84.23296207017277	119.30252017646146	-168.59258309959358	0.1266589592480393	0.9375	0.0	0.9375	0.9375	0.9375	0.0	0.9375	0.9375	0.859375	0.0662912607362388	0.8125	0.90625	0.9375	-0.0254431835504632	0.0254431835504632	-77.45994921124714	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0313861850213689	0.0302065805676022	0.0325657894751356	patched_minus_baseline
exclusive_just_to_only	resid	utterance_final	prompt_without	necessity	generated	3	localized	2	0,1	16.0	15.625	3.0	-17.25694098880411	1.4026580206456445	-18.248769986888348	-16.265111990719877	-23.36156580356794	2.7258269339487398	-25.28901651290403	-21.434115094231853	-18.204607828208303	1.4880367857203416	-19.256808730046192	-17.152406926370418	-0.6392262963677988	0.0235840756985294	-0.6559027562222458	-0.6225498365133517	-0.8823445860846307	0.0036934736331671	-0.8849562663367769	-0.8797329058324845	-0.6793991522237728	0.0266422141654165	-0.6982380425259631	-0.6605602619215825	-0.040172855855974	0.0030581384668869	-0.0423352863037172	-0.0380104254082308	-0.040172855855974	0.0030581384668869	-0.0423352863037172	-0.0380104254082308	-76.04110810209906	107.79119270266736	-152.26099141434105	0.1787752101429302	0.96875	0.0441941738241592	0.9375	1.0	0.75	0.0883883476483184	0.6875	0.8125	0.6875	0.0662912607362388	0.640625	0.734375	0.75	-0.0153966875730311	0.0153966875730311	-19.288254952490867	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.040172855855974	0.0380104254082308	0.0423352863037172	patched_minus_baseline
