particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	native_particle	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0006962192132873	-0.0010324316933839	-0.0003600067331907	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0006962192132873	0.0003600067331907	0.0010324316933839	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.0115633003789939	-0.0120524359234627	-0.0110741648345252	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0115633003789939	0.0110741648345252	0.0120524359234627	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.000451208652815	-0.0006721179989393	-0.0002302993066908	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.000451208652815	0.0002302993066908	0.0006721179989393	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	1	localized	-0.0002210670628949	-0.0026366604989691	0.0021945263731792	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0002210670628949	-0.0021945263731792	0.0026366604989691	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0011030414606472	-0.0014909031494019	-0.0007151797718925	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0011030414606472	0.0007151797718925	0.0014909031494019	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	3	localized	-0.0020798227016231	-0.0137182361676553	0.009558590764409	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0020798227016231	-0.009558590764409	0.0137182361676553	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.000253154946319	-0.0008971648635853	0.0003908549709472	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.000253154946319	-0.0003908549709472	0.0008971648635853	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	5	localized	-0.0073955877122258	-0.0216012160286581	0.0068100406042063	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0073955877122258	-0.0068100406042063	0.0216012160286581	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.000341385065901	-0.0010017471827494	0.0003189770509472	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.000341385065901	-0.0003189770509472	0.0010017471827494	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0259070845566204	-0.0341026612883637	-0.0177115078248771	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0259070845566204	0.0177115078248771	0.0341026612883637	patched_minus_baseline
only_to_nonexclusive_just	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.002044355322281	0.0018135352362659	0.002275175408296	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		-0.002044355322281	-0.002275175408296	-0.0018135352362659	patched_minus_baseline
only_to_nonexclusive_just	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.0004002458410318	-0.0004999141467424	-0.0003005775353212	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0004002458410318	0.0003005775353212	0.0004999141467424	patched_minus_baseline
only_to_nonexclusive_just	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0002611378384406	-0.0003484228431616	-0.0001738528337197	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0002611378384406	0.0001738528337197	0.0003484228431616	patched_minus_baseline
only_to_nonexclusive_just	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0018208679787876	-0.0022345364175683	-0.0014071995400069	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_nonexclusive_just_only_cross_patch/only_to_nonexclusive_just		0.0018208679787876	0.0014071995400069	0.0022345364175683	patched_minus_baseline
