source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
expanded_data	discourse_particle	0	just_e_1157	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.01004138481687409	0.00774615151541575	0.01004138481687409	0.00774615151541575	0.68	0.68	0.7446588395663186	0.7446588395663186	0.014339568637629982	0.014339568637629982	1.0	1.0	0.0543125697544644	0.0543125697544644	50.0	50	27.34
expanded_data	discourse_particle	0	just_e_1157	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0019951076861306274	0.0023899751551011497	0.0019951076861306274	0.0023899751551011497	0.54	0.54	0.4634686972189262	0.4634686972189262	6.213529530773324e-05	6.213529530773324e-05	0.0	0.0	-0.0073649088541665	-0.0073649088541665	50.0	50	26.34
expanded_data	discourse_particle	1	just_j_5467	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0155892683696715	0.013084093729654949	0.0155892683696715	0.013084093729654949	0.58	0.58	0.6185764191219061	0.6185764191219061	0.02906019468105162	0.02906019468105162	1.0	1.0	0.05377197265625	0.05377197265625	50.0	50	28.94
expanded_data	discourse_particle	1	just_j_5467	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0019422848245457503	0.0011555989583334	0.0019422848245457503	0.0011555989583334	0.5	0.5	0.4693212172148855	0.4693212172148855	-0.0036757297796573525	-0.0036757297796573525	0.0	0.0	-0.03271484375	-0.03271484375	50.0	50	26.94
expanded_data	discourse_particle	2	just_j_2485	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.013891760556753441	0.017299543108259048	0.013891760556753441	0.017299543108259048	0.7	0.7	0.7244980416368539	0.7244980416368539	0.014431029149517256	0.014431029149517256	1.0	1.0	0.0828857421875	0.0828857421875	50.0	50	25.5
expanded_data	discourse_particle	2	just_j_2485	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.019631304623733144	0.0129975818452381	0.019631304623733144	0.0129975818452381	0.56	0.56	0.6114044336840966	0.6114044336840966	0.027569825554612386	0.027569825554612386	0.0	0.0	-0.0727132161458332	-0.0727132161458332	50.0	50	25.5
expanded_data	discourse_particle	3	just_e_2798	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.04918169486124636	0.046005480217210945	0.04918169486124636	0.046005480217210945	0.7	0.7	0.7092562394319903	0.7092562394319903	0.055286735702138046	0.055286735702138046	1.0	1.0	0.05194091796875	0.05194091796875	50.0	50	25.5
expanded_data	discourse_particle	3	just_e_2798	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.04827637038545639	0.0416188557942708	0.04827637038545639	0.0416188557942708	0.82	0.82	0.8390695926914571	0.8390695926914571	0.044759362953826286	0.044759362953826286	1.0	1.0	0.052997295673077	0.052997295673077	50.0	50	26.62
expanded_data	discourse_particle	4	just_j_1627	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0036317439160968167	0.007475700745215801	0.0036317439160968167	0.007475700745215801	0.66	0.66	0.6879667019616527	0.6879667019616527	0.005431807624677862	0.005431807624677862	1.0	1.0	0.0015881187037416	0.0015881187037416	50.0	50	26.82
expanded_data	discourse_particle	4	just_j_1627	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0023597374851778603	-0.0024301512488002497	-0.0023597374851778603	-0.0024301512488002497	0.46	0.46	0.48226776893729306	0.48226776893729306	-0.003013939965270375	-0.003013939965270375	1.0	1.0	0.0141448974609375	0.0141448974609375	50.0	50	27.68
expanded_data	discourse_particle	5	just_e_4508	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.01353862685358704	0.015610289573669351	0.01353862685358704	0.015610289573669351	0.78	0.78	0.8287848836168973	0.8287848836168973	0.015341513310986876	0.015341513310986876	1.0	1.0	0.1105753580729167	0.1105753580729167	50.0	50	26.9
expanded_data	discourse_particle	5	just_e_4508	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.00023871102369653035	-0.0101318359375	-0.00023871102369653035	-0.0101318359375	0.38	0.38	0.29526771457849543	0.29526771457849543	-0.006466013694152336	-0.006466013694152336	0.0	0.0	-0.0235687255859375	-0.0235687255859375	50.0	50	27.24
expanded_data	discourse_particle	6	just_j_638	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.016359814789851455	0.012551007952008999	0.016359814789851455	0.012551007952008999	0.72	0.72	0.7765278255918373	0.7765278255918373	0.018133181674752762	0.018133181674752762	0.0	0.0	-0.0177558450137866	-0.0177558450137866	50.0	50	25.82
expanded_data	discourse_particle	6	just_j_638	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.011769460141716776	0.008854491843117498	0.011769460141716776	0.008854491843117498	0.62	0.62	0.5024872799795483	0.5024872799795483	0.002785538293248551	0.002785538293248551	0.0	0.0	-0.0303626427283654	-0.0303626427283654	50.0	50	27.14
expanded_data	discourse_particle	7	just_e_5138	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.02119402649817705	0.0108223794889049	0.02119402649817705	0.0108223794889049	0.6	0.6	0.5923882754850236	0.5923882754850236	0.02319798538562022	0.02319798538562022	1.0	1.0	0.098851556363313	0.098851556363313	50.0	50	26.48
expanded_data	discourse_particle	7	just_e_5138	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.015649271055419068	0.0117376320289842	0.015649271055419068	0.0117376320289842	0.58	0.58	0.5646529024738169	0.5646529024738169	0.015139359585224145	0.015139359585224145	1.0	1.0	0.0179494222005209	0.0179494222005209	50.0	50	26.2
expanded_data	discourse_particle	8	just_j_498	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.050346592787315965	0.02654972076416015	0.050346592787315965	0.02654972076416015	0.7	0.7	0.680646080102932	0.680646080102932	0.051967993669157456	0.051967993669157456	1.0	1.0	0.0499739096714901	0.0499739096714901	50.0	50	26.64
expanded_data	discourse_particle	8	just_j_498	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-3.789581626264426e-05	0.00167083740234375	-3.789581626264426e-05	0.00167083740234375	0.5	0.5	0.4384812208650582	0.4384812208650582	-0.01089390170614677	-0.01089390170614677	1.0	1.0	0.0350671898234973	0.0350671898234973	50.0	50	25.64
expanded_data	discourse_particle	9	just_j_7769	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0101203537984339	0.0026575421530101	0.0101203537984339	0.0026575421530101	0.56	0.56	0.53193225916635	0.53193225916635	0.003999225981372231	0.003999225981372231	1.0	1.0	0.1315155029296875	0.1315155029296875	50.0	50	25.5
expanded_data	discourse_particle	9	just_j_7769	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.015598572380534944	0.00721200307210275	0.015598572380534944	0.00721200307210275	0.64	0.64	0.6281085249914596	0.6281085249914596	0.014446368504589052	0.014446368504589052	0.0	0.0	-0.0189883834437318	-0.0189883834437318	50.0	50	25.5
