particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	native_particle	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.0018630819341846	-0.0027325508546752	-0.0009936130136939	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0018630819341846	0.0009936130136939	0.0027325508546752	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0004354132450592	-0.0006376800859541	-0.0002331464041643	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0004354132450592	0.0002331464041643	0.0006376800859541	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0067545310649325	-0.0073130592350044	-0.0061960028948606	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0067545310649325	0.0061960028948606	0.0073130592350044	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0009680161899873	-0.0015350817314747	-0.0004009506484998	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0009680161899873	0.0004009506484998	0.0015350817314747	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0114119760552158	-0.0140427674281493	-0.0087811846822823	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0114119760552158	0.0087811846822823	0.0140427674281493	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0015904152735537	-0.0017505375039857	-0.0014302930431218	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0015904152735537	0.0014302930431218	0.0017505375039857	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.018928991977332	-0.0239263950503449	-0.0139315889043191	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.018928991977332	0.0139315889043191	0.0239263950503449	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0018064553619667	-0.0022466250529478	-0.0013662856709855	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0018064553619667	0.0013662856709855	0.0022466250529478	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	1	localized	-0.0016788100618895	-0.0024814229405371	-0.0008761971832419	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0016788100618895	0.0008761971832419	0.0024814229405371	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	5.8661724070769217e-05	2.1882569237182183e-05	9.544087890435624e-05	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		-5.8661724070769217e-05	-9.544087890435624e-05	-2.1882569237182183e-05	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	3	localized	-0.0017214688106393	-0.0022481863081821	-0.0011947513130965	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0017214688106393	0.0011947513130965	0.0022481863081821	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	-7.934809034024833e-05	-0.0004008040822605	0.00024210790158	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		7.934809034024833e-05	-0.00024210790158	0.0004008040822605	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	5	localized	-0.0022920751168771	-0.0026370060027427	-0.0019471442310116	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0022920751168771	0.0019471442310116	0.0026370060027427	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-6.226025554461263e-05	-0.0001126031182574	-1.1917392831770266e-05	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		6.226025554461263e-05	1.1917392831770266e-05	0.0001126031182574	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0070925666827447	-0.0093409901092009	-0.0048441432562884	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0070925666827447	0.0048441432562884	0.0093409901092009	patched_minus_baseline
nonexclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0008077309731972	2.159964611425455e-05	0.0015938623002803	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		-0.0008077309731972	-0.0015938623002803	-2.159964611425455e-05	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	1	localized	0.0001357566446002	-0.0012017049507501	0.0014732182399507	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		-0.0001357566446002	-0.0014732182399507	0.0012017049507501	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	0.0001644731760388	0.0001292796856726	0.0001996666664051	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		-0.0001644731760388	-0.0001996666664051	-0.0001292796856726	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0012044818536019	-0.0012338961232858	-0.001175067583918	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0012044818536019	0.001175067583918	0.0012338961232858	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0012440467904787	-0.0018918939203181	-0.0005961996606392	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0012440467904787	0.0005961996606392	0.0018918939203181	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0031261990011708	-0.0047934686269243	-0.0014589293754173	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0031261990011708	0.0014589293754173	0.0047934686269243	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0006109566984134	-0.0006766714095488	-0.0005452419872779	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0006109566984134	0.0005452419872779	0.0006766714095488	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0044014656797852	-0.0068454742481129	-0.0019574571114575	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0044014656797852	0.0019574571114575	0.0068454742481129	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0015602977061541	-0.0016463963265731	-0.001474199085735	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0015602977061541	0.001474199085735	0.0016463963265731	patched_minus_baseline
nonexclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.0005813392566111	-0.0009314761661807	-0.0002312023470414	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_nonexclusive_just_only_cross_patch/nonexclusive_just_to_only		0.0005813392566111	0.0002312023470414	0.0009314761661807	patched_minus_baseline
