particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
not	0	attn	7	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.59690707407342	0.06516420675284694	0.11400452278176522	0.11400452278176522	14	14	restoration	0.11400452278176522
not	0	attn	12	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6217071075579184	0.04036417326834861	0.08742550952766968	0.0916928301274835	14	14	restoration	0.08742550952766968
not	0	attn	4	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.637672965555276	0.024398315270991282	0.06654181605843316	0.06730786957451194	14	14	restoration	0.06654181605843316
not	0	attn	6	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.639423032458199	0.022648248368068096	0.03682833457860058	0.03733028092799336	14	14	restoration	0.03682833457860058
not	0	attn	10	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6437076518948572	0.018363628931409828	0.03571292621706084	0.03867470965283499	14	14	restoration	0.03571292621706084
not	0	attn	3	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.645142559154317	0.01692872167195027	0.029531831196634016	0.030621273100580156	14	14	restoration	0.029531831196634016
not	0	attn	5	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.650702752348392	0.01136852847787484	0.021826089477570917	0.024709480705234	14	14	restoration	0.021826089477570917
not	0	attn	9	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6520327060775317	0.010038574748735405	0.020196699405266878	0.032301157097425585	14	14	restoration	0.020196699405266878
not	0	attn	13	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6520023492915916	0.010068931534675776	0.017191905659101954	0.02031937992744289	14	14	restoration	0.017191905659101954
not	0	attn	11	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.659234212943236	0.0028370678830308893	0.007546012031411449	0.012359867970279308	14	14	restoration	0.007546012031411449
not	0	attn	16	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.659678073306161	0.002393207520106141	0.0045172060412356305	0.005809836316351508	14	14	restoration	0.0045172060412356305
not	0	attn	1	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6602021838906293	0.0018690969356374948	0.0032691988088898315	0.00629517775960665	14	14	restoration	0.0032691988088898315
not	0	attn	2	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6606380046443254	0.0014332761819420797	0.002881312893966964	0.0034595768917269755	14	14	restoration	0.002881312893966964
not	0	attn	24	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.661360153585501	0.0007111272407663531	0.002511935528286358	0.002959849803840872	14	14	restoration	0.002511935528286358
not	0	attn	27	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6611148863173106	0.0009563945089566658	0.002057685791316571	0.0026506023840005633	14	14	restoration	0.002057685791316571
not	0	attn	19	utterance_final	0	prompt_without	-2.1695396862249607	-2.662071280826267	-2.6613097353046444	0.0007615455216228227	0.0018962824841491765	0.002445508409999078	14	14	restoration	0.0018962824841491765
