particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
only	0	attn	7	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5372508522252333	0.013640421852506935	0.06012850819582951	0.0629174528194108	15	15	restoration	0.06012850819582951
only	0	attn	12	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5371802163543626	0.013711057723377626	0.043145623396468116	0.049071571260768235	15	15	restoration	0.043145623396468116
only	0	attn	3	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.542663704913845	0.008227569163894489	0.04302786636168819	0.044288406319620215	15	15	restoration	0.04302786636168819
only	0	attn	4	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5421917255971227	0.008699548480617403	0.033695048936440514	0.03949910732724653	15	15	restoration	0.033695048936440514
only	0	attn	9	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5455337016363133	0.0053575724414271315	0.025098439811311116	0.03205094523387901	15	15	restoration	0.025098439811311116
only	0	attn	8	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5489081758563397	0.0019830982214005997	0.022466485162796878	0.03155720803008336	15	15	restoration	0.022466485162796878
only	0	attn	5	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5448631743464176	0.006028099731322575	0.022086076349788323	0.024430533529435187	15	15	restoration	0.022086076349788323
only	0	attn	6	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.543817406237695	0.0070738678400453555	0.021673493242521026	0.029817265471016194	15	15	restoration	0.021673493242521026
only	0	attn	13	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.546785418221314	0.004105855856426103	0.01875160693075355	0.02459028414089903	15	15	restoration	0.01875160693075355
only	0	attn	2	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5471248732576908	0.003766400820049813	0.014618325606674433	0.01510900934456009	15	15	restoration	0.014618325606674433
only	0	attn	1	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5467520482507764	0.004139225826963489	0.01338913891232209	0.01657338666968334	15	15	restoration	0.01338913891232209
only	0	attn	15	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5474579691035837	0.0034333049741565704	0.011065205814560346	0.012768669281042429	15	15	restoration	0.011065205814560346
only	0	attn	16	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.54845580598228	0.002435468095460136	0.010475209450938865	0.010881053606783021	15	15	restoration	0.010475209450938865
only	0	attn	0	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.548762287563748	0.0021289865139922483	0.009719563875395848	0.012218235286586089	15	15	restoration	0.009719563875395848
only	0	attn	10	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5473409861664846	0.0035502879112554895	0.008811719430097757	0.019248407914336928	15	15	restoration	0.008811719430097757
only	0	attn	17	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.548973418408869	0.0019178556688710972	0.007920116639718451	0.010140245829222315	15	15	restoration	0.007920116639718451
only	0	attn	24	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550310820900297	0.0005804531774430188	0.006160436509217193	0.0077205310361626285	15	15	restoration	0.006160436509217193
only	0	attn	28	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.549873396852857	0.001017877224883379	0.005512972348955694	0.005802153509752465	15	15	restoration	0.005512972348955694
only	0	attn	21	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550036938275567	0.0008543358021732228	0.0049651651870581065	0.00691950923856981	15	15	restoration	0.0049651651870581065
only	0	attn	11	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5497440234568325	0.001147250620907688	0.004670977023206137	0.013796782998720853	15	15	restoration	0.004670977023206137
only	0	attn	19	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550012818197919	0.000878455879821353	0.004607354257590053	0.0058087713794834316	15	15	restoration	0.004607354257590053
only	0	attn	29	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550126656157818	0.0007646179199218987	0.003600632291554974	0.004130524468216764	15	15	restoration	0.003600632291554974
only	0	attn	25	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5506246923788995	0.00026658169884011447	0.0035671064618052273	0.006280062533023071	15	15	restoration	0.0035671064618052273
only	0	attn	14	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5508475215522535	4.375252548690275e-05	0.0033294800377297114	0.007433164816527069	15	15	restoration	0.0033294800377297114
only	0	attn	26	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5501960086199196	0.0006952654578207781	0.003062301038027845	0.00463392936713072	15	15	restoration	0.003062301038027845
only	0	attn	18	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550388436075309	0.000502838002430761	0.0029997622160176274	0.005939202596145848	15	15	restoration	0.0029997622160176274
only	0	attn	23	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5503128941086683	0.0005783799690718479	0.0026307456222835774	0.00345833191972565	15	15	restoration	0.0026307456222835774
only	0	attn	30	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5503797039570912	0.0005115701206489224	0.002138425692878802	0.002962900897708678	15	15	restoration	0.002138425692878802
only	0	attn	27	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5508221698490563	6.910422868383244e-05	0.001455293594052771	0.0043736261296576755	15	15	restoration	0.001455293594052771
only	0	attn	20	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5504969147787193	0.00039435929902063014	0.0008875182769723283	0.0032576118391216724	15	15	restoration	0.0008875182769723283
only	0	attn	31	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.55089127407774	0.0	0.0	0.0	15	15	restoration	0.0
only	0	attn	22	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.551270502837475	-0.0003792287597349138	-0.00046661734595211397	0.0030719139638461955	15	15	restoration	-0.00046661734595211397
only	0	mlp	4	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.543661556886392	0.007229717191348099	0.043166699443614384	0.04892766785213686	15	15	restoration	0.043166699443614384
only	0	mlp	7	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5460044298128843	0.0048868442648556465	0.02949060153719585	0.04253561743058696	15	15	restoration	0.02949060153719585
only	0	mlp	15	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.544659092914165	0.006232181163574987	0.022357643336775663	0.025050651113378654	15	15	restoration	0.022357643336775663
only	0	mlp	3	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.547528202072228	0.0033630720055121575	0.021135686024915598	0.02480166108782466	15	15	restoration	0.021135686024915598
only	0	mlp	1	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.547463155701389	0.0034281183763507157	0.014553586317500826	0.015610760592757443	15	15	restoration	0.014553586317500826
only	0	mlp	2	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5479685933653466	0.0029226807123935586	0.011365126654867119	0.013879032374191762	15	15	restoration	0.011365126654867119
only	0	mlp	0	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.549505873968279	0.00138540010946131	0.01009951315390021	0.011912347065392235	15	15	restoration	0.01009951315390021
only	0	mlp	24	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5496602206184615	0.001231053459278734	0.007777403616100271	0.008422594190074557	15	15	restoration	0.007777403616100271
only	0	mlp	23	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5489702728371215	0.001921001240618588	0.007364529903691819	0.008528598212917873	15	15	restoration	0.007364529903691819
only	0	mlp	22	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5491956902029766	0.0016955838747633992	0.006852377330708139	0.00717936605190768	15	15	restoration	0.006852377330708139
only	0	mlp	29	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.549879185104562	0.0010120889731781713	0.0064450321196549065	0.006815976025262486	15	15	restoration	0.0064450321196549065
only	0	mlp	19	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5501725983176176	0.000718675760122478	0.006343489179766461	0.008179127755144098	15	15	restoration	0.006343489179766461
only	0	mlp	8	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.550629520857376	0.000261753220363999	0.006153530755491509	0.023195470785233718	15	15	restoration	0.006153530755491509
only	0	mlp	5	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5511304736532954	-0.0002391995755555598	0.0057803633957061685	0.018575190823002408	15	15	restoration	0.0057803633957061685
only	0	mlp	18	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.549570180615808	0.001321093461931877	0.005614170462486354	0.007458795934486812	15	15	restoration	0.005614170462486354
only	0	mlp	20	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5500973198892125	0.0007939541885276199	0.005593018175501737	0.007112741231441786	15	15	restoration	0.005593018175501737
only	0	mlp	25	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5503740289763868	0.0005172451013533733	0.005252076663617582	0.007158528233450776	15	15	restoration	0.005252076663617582
only	0	mlp	21	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.549914642140277	0.0009766319374633348	0.005233334384592281	0.007746015103892378	15	15	restoration	0.005233334384592281
only	0	mlp	28	utterance_final	0	prompt_without	-2.3064197453210675	-2.55089127407774	-2.5501108869875777	0.0007803870901622823	0.004573427872122021	0.004906704572794624	15	15	restoration	0.004573427872122021
