particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
only	0	attn	7	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.193636079205496	0.03550051203115867	0.06736869593476394	0.06740707172943809	16	16	restoration	0.06736869593476394
only	0	attn	6	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2045529072947028	0.024583683941951984	0.0397577231606244	0.03980529053691468	16	16	restoration	0.0397577231606244
only	0	attn	11	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2129771201591604	0.016159471077494422	0.026690362274991646	0.03170677942280938	16	16	restoration	0.026690362274991646
only	0	attn	5	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2186848289710603	0.010451762265594314	0.025363338076085422	0.025363338076085422	16	16	restoration	0.025363338076085422
only	0	attn	3	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2179996638230215	0.011136927413633306	0.020993988802481496	0.021105564843640318	16	16	restoration	0.020993988802481496
only	0	attn	13	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.222725652349183	0.006410938887471747	0.012988840316095781	0.014155055560753955	16	16	restoration	0.012988840316095781
only	0	attn	10	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2193910471867473	0.009745544049907358	0.011696480432783016	0.015543138558229036	16	16	restoration	0.011696480432783016
only	0	attn	2	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2218428249235187	0.007293766313136038	0.011484054446044015	0.013797987854947546	16	16	restoration	0.011484054446044015
only	0	attn	12	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2253495443186644	0.0037870469179904012	0.008789032937211253	0.010957792989038777	16	16	restoration	0.008789032937211253
only	0	attn	1	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2245450553726023	0.004591535864052372	0.00871377228878165	0.009411226723824478	16	16	restoration	0.00871377228878165
only	0	attn	8	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.226396502606989	0.0027400886296656893	0.0066316273766255825	0.008589850877228106	16	16	restoration	0.0066316273766255825
only	0	attn	9	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.225697066531166	0.0034395247054886807	0.005859886299261074	0.008112708660397134	16	16	restoration	0.005859886299261074
only	0	attn	4	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.225424998396199	0.003711592840455892	0.005252654195759726	0.007792408260260881	16	16	restoration	0.005252654195759726
only	0	attn	14	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2277593024924331	0.0013772887442215082	0.004181912159313958	0.005037366741326989	16	16	restoration	0.004181912159313958
only	0	attn	15	utterance_final_lexical	0	prompt_without	-0.701183110808089	-1.2291365912366548	-1.2275730053960652	0.001563585840589632	0.0038301557194814293	0.005884538861212998	16	16	restoration	0.0038301557194814293
