particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
only	0	mlp	1	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803750502499991	0.000149009596753	0.0033343856820508	0.0129143284946827	29	29	restoration	0.0033343856820508
only	0	mlp	24	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8036800740088266	0.0002194380879175	0.0025543210885096	0.0064321549640026	29	29	restoration	0.0025543210885096
only	0	mlp	30	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8034315114399133	0.0004680006568309	0.0024564187608925	0.0038064860289171	29	29	restoration	0.0024564187608925
only	0	mlp	17	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803767957812348	0.0001315542843956	0.0018504384135239	0.0066555149069247	29	29	restoration	0.0018504384135239
only	0	mlp	27	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8035948601077325	0.0003046519890115	0.0013468628357288	0.0049638800427399	29	29	restoration	0.0013468628357288
only	0	mlp	20	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803424459962376	0.0004750521343679	0.001237432200554	0.0050478005350362	29	29	restoration	0.001237432200554
only	0	mlp	18	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8035135515679057	0.0003859605288381	0.0009130081951808	0.0060262133999803	29	29	restoration	0.0009130081951808
only	0	mlp	22	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8040219271677755	-0.0001224150710313	0.0005036881283675	0.0048207821053338	29	29	restoration	0.0005036881283675
only	0	mlp	21	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803841508086488	5.800401025681495e-05	0.0001405693210974	0.0040499858250047	29	29	restoration	0.0001405693210974
only	0	mlp	23	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803729941855303	0.0001695702414407	0.0001000460056596	0.0058955295304726	29	29	restoration	0.0001000460056596
only	0	mlp	31	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803899512096744	0.0	0.0	0.0	29	29	restoration	0.0
only	0	mlp	28	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803837591460078	6.19206366657343e-05	-0.0004012551236807	0.0028496232119242	29	29	restoration	-0.0004012551236807
only	0	mlp	25	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803972604882329	-7.309278558593221e-05	-0.0012607404216525	0.0043082888807856	29	29	restoration	-0.0012607404216525
only	0	mlp	29	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.804099776928383	-0.0002002648316392	-0.0019893965002696	0.0034221412931458	29	29	restoration	-0.0019893965002696
only	0	mlp	8	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8025711663923296	0.0013283457044141	-0.0034999084183165	0.0165076997759907	29	29	restoration	-0.0034999084183165
only	0	mlp	11	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.799970635895244	0.0039288762014998	-0.0035733912176096	0.0189877524021595	29	29	restoration	-0.0035733912176096
only	0	mlp	12	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.807214543586298	-0.0033150314895539	-0.0041561424816606	0.0162766656739517	29	29	restoration	-0.0041561424816606
only	0	mlp	0	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.804846162572793	-0.0009466504760493	-0.0045249486794142	0.0041299472564189	29	29	restoration	-0.0045249486794142
only	0	mlp	13	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.806287699073967	-0.0023881869772227	-0.0052570971268851	0.0122104612102664	29	29	restoration	-0.0052570971268851
only	0	mlp	10	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8075233370230923	-0.0036238249263482	-0.0217052870107653	0.0140981355948455	29	29	restoration	-0.0217052870107653
only	0	resid	7	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7577545556389875	0.0461449564577565	0.1687547431335815	0.1703995629255204	29	29	restoration	0.1687547431335815
only	0	resid	12	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7762638056742266	0.0276357064225177	0.1443067511386184	0.1444777400243408	29	29	restoration	0.1443067511386184
only	0	resid	11	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.770167742122174	0.0337317699745689	0.1436685609834795	0.1450926438985909	29	29	restoration	0.1436685609834795
only	0	resid	8	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7630073723685102	0.0408921397282338	0.1393301760077452	0.149687763146443	29	29	restoration	0.1393301760077452
only	0	resid	10	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7697285905079774	0.0341709215887661	0.1347497934235146	0.1368227462767305	29	29	restoration	0.1347497934235146
only	0	resid	9	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7691294183629447	0.0347700937337994	0.1326414209084404	0.1352084065671539	29	29	restoration	0.1326414209084404
only	0	resid	6	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7762303500066623	0.0276691620900812	0.118372563410457	0.1215015609803558	29	29	restoration	0.118372563410457
only	0	resid	13	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.784625645246972	0.0192738668497717	0.0872154261872854	0.089870714892452	29	29	restoration	0.0872154261872854
only	0	resid	5	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.790139629627219	0.0137598824695248	0.0733285199946166	0.0811831315044664	29	29	restoration	0.0733285199946166
only	0	resid	4	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.794144241456811	0.0097552706399325	0.0516318371704727	0.0602319098762452	29	29	restoration	0.0516318371704727
only	0	resid	14	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7944127075658103	0.0094868045309336	0.04908108237525	0.054377553457679	29	29	restoration	0.04908108237525
only	0	resid	15	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.796941713787384	0.0069577983093606	0.043435867812692	0.044311807097704	29	29	restoration	0.043435867812692
only	0	resid	16	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.7982964862784305	0.0056030258183132	0.032543955524572	0.0353851160171554	29	29	restoration	0.032543955524572
only	0	resid	3	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.800484697100023	0.0034148149967209	0.0234915682737009	0.0337409230984493	29	29	restoration	0.0234915682737009
only	0	resid	17	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.79958885207364	0.0043106600231041	0.0216717885272383	0.0247964369338791	29	29	restoration	0.0216717885272383
only	0	resid	18	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.801044461215209	0.0028550508815348	0.016295771967962	0.0191297953512566	29	29	restoration	0.016295771967962
only	0	resid	19	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8014199329883347	0.002479579108409	0.0145445470884156	0.0186813994203947	29	29	restoration	0.0145445470884156
only	0	resid	20	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.801500106524613	0.0023994055721303	0.0141737082032994	0.0169853280053021	29	29	restoration	0.0141737082032994
only	0	resid	25	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.801638305387961	0.002261206708783	0.0127664610217555	0.0145007098607532	29	29	restoration	0.0127664610217555
only	0	resid	22	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.801527672527555	0.0023718395691891	0.0127444764479686	0.0150131276319251	29	29	restoration	0.0127444764479686
only	0	resid	21	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8013186927922407	0.0025808193045032	0.0127204005040874	0.0157304074419084	29	29	restoration	0.0127204005040874
only	0	resid	24	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8017624699064982	0.0021370421902456	0.0112933850646957	0.0140684238361804	29	29	restoration	0.0112933850646957
only	0	resid	2	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.802245475432268	0.0016540366644761	0.0089009432092725	0.0209655076433089	29	29	restoration	0.0089009432092725
only	0	resid	23	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8020176849296456	0.0018818271670984	0.0080329468607398	0.0118930708615575	29	29	restoration	0.0080329468607398
only	0	resid	26	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8027825752198607	0.0011169368768829	0.0069285645587445	0.0111236757015343	29	29	restoration	0.0069285645587445
only	0	resid	1	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803261932399576	0.0006375796971677	0.0063402789114297	0.0157598809100883	29	29	restoration	0.0063402789114297
only	0	resid	27	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.802785467143344	0.0011140449533996	0.0058748783910755	0.0089378258373594	29	29	restoration	0.0058748783910755
only	0	resid	29	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803152548098097	0.0007469639986472	0.0038870756457712	0.0089503874089897	29	29	restoration	0.0038870756457712
only	0	resid	28	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.8031039629154804	0.0007955491812638	0.0027108151544896	0.0074314919783284	29	29	restoration	0.0027108151544896
only	0	resid	0	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.80398704289062	-8.753079387621806e-05	0.0018773747725206	0.0068135008160266	29	29	restoration	0.0018773747725206
only	0	resid	30	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803668193290851	0.0002313188058931	0.0001095391408206	0.0031686275926485	29	29	restoration	0.0001095391408206
only	0	resid	31	utterance_final	0	prompt_without	-2.5712871548467717	-2.803899512096744	-2.803899512096744	0.0	0.0	0.0	29	29	restoration	0.0
only	1	attn	12	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.3991232430472853	0.0113839645547213	0.033279246816196	0.0387326720157864	28	28	restoration	0.033279246816196
only	1	attn	7	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.401915095056649	0.008592112545358	0.0309162086218084	0.0362244913447897	28	28	restoration	0.0309162086218084
only	1	attn	4	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.407198129319572	0.0033090782824348	0.0185038308124353	0.0246863544162007	28	28	restoration	0.0185038308124353
only	1	attn	8	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.407016389016426	0.0034908185855812	0.0154174839550353	0.0219611739187235	28	28	restoration	0.0154174839550353
only	1	attn	3	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4069560007512445	0.0035512068507624	0.014628631419134	0.0226187082352396	28	28	restoration	0.014628631419134
only	1	attn	6	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4047878249411765	0.0057193826608304	0.0118158249701828	0.0205319655901724	28	28	restoration	0.0118158249701828
only	1	attn	10	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.407654033653756	0.0028531739482512	0.0105539495441185	0.0175008348341743	28	28	restoration	0.0105539495441185
only	1	attn	11	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.406612033626278	0.0038951739757287	0.0104077764703376	0.014267091062233	28	28	restoration	0.0104077764703376
only	1	attn	9	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.407831542491208	0.002675665110799	0.0081859281237245	0.0169751000153627	28	28	restoration	0.0081859281237245
only	1	attn	2	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.407461075081674	0.0030461325203331	0.0075830693715214	0.0119289411304031	28	28	restoration	0.0075830693715214
only	1	attn	5	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.408819374343751	0.0016878332582559	0.0059419612884893	0.0157941703621824	28	28	restoration	0.0059419612884893
only	1	attn	13	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4087897238999187	0.0017174837020879	0.0047459299104866	0.0108744639635618	28	28	restoration	0.0047459299104866
only	1	attn	16	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.40957728625278	0.0009299213492277	0.0035956297005245	0.0062404958427057	28	28	restoration	0.0035956297005245
only	1	attn	17	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4096009521665063	0.0009062554355006	0.0021987312584841	0.0050737665559089	28	28	restoration	0.0021987312584841
only	1	attn	18	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409845322664641	0.000661884937366	0.0021710938605229	0.0052233610865163	28	28	restoration	0.0021710938605229
only	1	attn	22	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4096647519495726	0.0008424556524344	0.0021540154615985	0.0058169883414314	28	28	restoration	0.0021540154615985
only	1	attn	28	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409880094164324	0.0006271134376831	0.0016349378901765	0.003603808409551	28	28	restoration	0.0016349378901765
only	1	attn	23	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4099808958408038	0.0005263117612034	0.0015187280863275	0.003911123754686	28	28	restoration	0.0015187280863275
only	1	attn	15	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409722456808159	0.0007847507938473	0.0009785111102456	0.0054263489569759	28	28	restoration	0.0009785111102456
only	1	attn	14	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4099642075658543	0.0005430000361526	0.0002202843203892	0.0063560401536805	28	28	restoration	0.0002202843203892
only	1	attn	25	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410322643298492	0.0001845643035156	0.0001998394563595	0.0029423009559825	28	28	restoration	0.0001998394563595
only	1	attn	1	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4089171571273327	0.0015900504746744	0.0001934191622574	0.0061052888680099	28	28	restoration	0.0001934191622574
only	1	attn	29	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4101280319000304	0.0003791757019765	0.0001594784309918	0.0027292687475737	28	28	restoration	0.0001594784309918
only	1	attn	26	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4099069569824536	0.0006002506195533	0.0001247604515864	0.0042053301998499	28	28	restoration	0.0001247604515864
only	1	attn	31	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4105072076020067	0.0	0.0	0.0	28	28	restoration	0.0
only	1	attn	30	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410442002970965	6.520463104207699e-05	-6.598718973365518e-06	0.0015326107202042	28	28	restoration	-6.598718973365518e-06
only	1	attn	21	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410435100281482	7.210732052534022e-05	-4.752039924173186e-05	0.0037113569532611	28	28	restoration	-4.752039924173186e-05
only	1	attn	20	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410356637531592	0.000150570070415	-0.0005548076211747	0.0040805292764675	28	28	restoration	-0.0005548076211747
only	1	attn	19	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.41048061965511	2.65879468968452e-05	-0.0013452377887807	0.0037485512561252	28	28	restoration	-0.0013452377887807
only	1	attn	24	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410294361012574	0.0002128465894332	-0.0014727333519282	0.0028384490183802	28	28	restoration	-0.0014727333519282
only	1	attn	27	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4101333032161887	0.000373904385818	-0.0015302107052695	0.0025342799583943	28	28	restoration	-0.0015302107052695
only	1	attn	0	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4098677311641645	0.0006394764378423	-0.0027508905932893	0.0051785080129134	28	28	restoration	-0.0027508905932893
only	1	mlp	6	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4064333537893288	0.004073853812678	0.0160946788158391	0.0266579412112888	28	28	restoration	0.0160946788158391
only	1	mlp	9	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.405261748285207	0.0052454593167996	0.0152606226877982	0.0280793414066436	28	28	restoration	0.0152606226877982
only	1	mlp	7	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.40509620578393	0.0054110018180774	0.0106084837615585	0.0341515483940887	28	28	restoration	0.0106084837615585
only	1	mlp	8	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4072556645121983	0.0032515430898089	0.0055514913387701	0.0227240426338119	28	28	restoration	0.0055514913387701
only	1	mlp	3	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4084523358770107	0.0020548717249962	0.0052062922810735	0.0119202346913899	28	28	restoration	0.0052062922810735
only	1	mlp	23	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4097787344415558	0.0007284731604514	0.0030563226981737	0.0043801308603505	28	28	restoration	0.0030563226981737
only	1	mlp	29	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4101149508453754	0.0003922567566317	0.0024245573500999	0.0039949449177106	28	28	restoration	0.0024245573500999
only	1	mlp	17	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410088425413566	0.0004187821884405	0.002234698848221	0.0062318309353895	28	28	restoration	0.002234698848221
only	1	mlp	19	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409767316516666	0.0007398910853404	0.0021008314012371	0.0052280204529118	28	28	restoration	0.0021008314012371
only	1	mlp	14	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4096967644125957	0.0008104431894114	0.0020849039156197	0.0068055967126713	28	28	restoration	0.0020849039156197
only	1	mlp	0	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409557497199461	0.0009497104025456	0.0013787694525331	0.0064283146880449	28	28	restoration	0.0013787694525331
only	1	mlp	26	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.410173025465905	0.0003341821361022	0.0010174145888258	0.0040163840284004	28	28	restoration	0.0010174145888258
only	1	mlp	25	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.409729675455067	0.00077753214694	0.0009707022177636	0.0040712864239309	28	28	restoration	0.0009707022177636
only	1	mlp	30	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4103202078203454	0.0001869997816612	0.0007648094325499	0.0019025737213133	28	28	restoration	0.0007648094325499
only	1	mlp	12	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.40900658977672	0.0015006178252873	0.000436573989935	0.0137271564225623	28	28	restoration	0.000436573989935
only	1	mlp	31	utterance_final	0	prompt_without	-2.175626100963287	-2.4105072076020067	-2.4105072076020067	0.0	0.0	0.0	28	28	restoration	0.0
