source_dataset	dataset_role	word	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.022430865611850984	0.00589886137417375	0.022430865611850984	0.00589886137417375	0.5626666666666666	0.5626666666666666	0.5651322565556209	0.5651322565556209	0.022867439380248135	0.022867439380248135	0.4666666666666667	0.4666666666666667	0.013218087486212853	0.013218087486212853	50.0	50	25.799333333333333
only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.04628672873942586	0.03245745386396135	0.04628672873942586	0.03245745386396135	0.7686666666666667	0.7686666666666667	0.7683760723587274	0.7683760723587274	0.044329586762720585	0.044329586762720585	0.7666666666666667	0.7666666666666667	0.04837005573065838	0.04837005573065838	50.0	50	25.850666666666665
