particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
just	0	attn	1	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9617055685263534	0.010702650587768764	0.05933561485362373	0.061956933782859415	20	20	restoration	0.05933561485362373
just	0	attn	2	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9686331022100475	0.003775116904074613	0.034842008761618595	0.03835791164187373	20	20	restoration	0.034842008761618595
just	0	attn	3	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9684534789415302	0.003954740172591756	0.026489695420157923	0.029771011049521363	20	20	restoration	0.026489695420157923
just	0	attn	5	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9699548264332902	0.002453392680831773	0.02079233417574742	0.023680345746341105	20	20	restoration	0.02079233417574742
just	0	attn	6	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724393148959182	-3.10957817960672e-05	0.01949724550710081	0.02952545872497573	20	20	restoration	0.01949724550710081
just	0	attn	8	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9692022789881699	0.003205940125952192	0.015083797555054877	0.021949479921707808	20	20	restoration	0.015083797555054877
just	0	attn	11	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9674283136707246	0.004979905443397578	0.0134163104589398	0.015556555548338052	20	20	restoration	0.0134163104589398
just	0	attn	7	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9688230891169931	0.0035851299971288745	0.011643925329728496	0.019065104685387396	20	20	restoration	0.011643925329728496
just	0	attn	10	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9637872504129869	0.00862096870113517	0.010574931295924924	0.01837553601849754	20	20	restoration	0.010574931295924924
just	0	attn	4	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9707864881131563	0.001621731000965826	0.00867919167105872	0.013449728174843991	20	20	restoration	0.00867919167105872
just	0	attn	15	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972888301813702	-0.00048008269958002006	0.003374289623591593	0.005248591805487252	20	20	restoration	0.003374289623591593
just	0	attn	9	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9708857591933295	0.0015224599207924517	0.0027432821481141625	0.013021021793589943	20	20	restoration	0.0027432821481141625
just	0	attn	14	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9709812841614933	0.0014269349526287805	0.0018571294615823256	0.006506497375907071	20	20	restoration	0.0018571294615823256
just	0	attn	28	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9720857324095118	0.0003224867046103419	0.0016390624882240805	0.002092297690172172	20	20	restoration	0.0016390624882240805
just	0	attn	20	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9722749926353298	0.00013322647879233097	0.0015491903706008655	0.002598708390182386	20	20	restoration	0.0015491903706008655
just	0	attn	17	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9718034795081488	0.0006047396059732895	0.0014471765805509607	0.0031279712341961544	20	20	restoration	0.0014471765805509607
just	0	attn	26	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724618408606351	-5.362174651304674e-05	0.0013149485936064043	0.0023295890824894536	20	20	restoration	0.0013149485936064043
just	0	attn	19	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972398310007495	9.909106627042918e-06	0.0011275057454948152	0.003057574522945061	20	20	restoration	0.0011275057454948152
just	0	attn	21	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9719650215609347	0.00044319755318736884	0.0010766002758385528	0.002609746396463121	20	20	restoration	0.0010766002758385528
just	0	attn	30	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9723825693448969	2.5649769225213892e-05	0.001039415108204487	0.0020809293400014086	20	20	restoration	0.001039415108204487
just	0	attn	13	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9701782535363221	0.0022299655777999416	0.0009544214115222407	0.00831932188909173	20	20	restoration	0.0009544214115222407
just	0	attn	24	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727476124181965	-0.00033939330407448955	0.0008560025023175759	0.002084158667248366	20	20	restoration	0.0008560025023175759
just	0	attn	23	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972565025127963	-0.00015680601384090165	0.0007746306982850696	0.00241520600953773	20	20	restoration	0.0007746306982850696
just	0	attn	22	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9725317151028771	-0.0001234959887548931	0.000624910387306913	0.0013671191652350554	20	20	restoration	0.000624910387306913
just	0	attn	29	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972563968105033	-0.00015574899091096162	0.0005144244497233346	0.0018243054167367298	20	20	restoration	0.0005144244497233346
just	0	attn	27	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972491559226669	-8.334011254692298e-05	0.0005021160084104006	0.0013775051882366	20	20	restoration	0.0005021160084104006
just	0	attn	12	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9701574517891153	0.0022507673250067054	0.00010109571614191296	0.007743475235451698	20	20	restoration	0.00010109571614191296
just	0	attn	0	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727687997572041	-0.00036058064308202296	0.00010092085684175012	0.010267720075138462	20	20	restoration	0.00010092085684175012
just	0	attn	18	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972719447090124	-0.00031122797600200704	5.071144186449049e-05	0.0018204179794870227	20	20	restoration	5.071144186449049e-05
just	0	attn	25	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9725153733399216	-0.0001071542257995356	1.2119720030756413e-05	0.0014146813441224051	20	20	restoration	1.2119720030756413e-05
just	0	attn	31	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724082191141221	0.0	0.0	0.0	20	20	restoration	0.0
just	0	attn	16	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9721733892374175	0.00023482987670464528	-0.00021197839054214692	0.0031675950794929535	20	20	restoration	-0.00021197839054214692
just	0	mlp	3	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9667974665709551	0.005610752543167038	0.037480942642147186	0.04124727118312867	20	20	restoration	0.037480942642147186
just	0	mlp	2	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.969041391382104	0.00336682773201811	0.0336389073582309	0.03927199038719083	20	20	restoration	0.0336389073582309
just	0	mlp	6	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9722717647359655	0.00013645437815655858	0.0307529804918937	0.041573553287779764	20	20	restoration	0.0307529804918937
just	0	mlp	1	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.969160059804697	0.0032481593094251747	0.016641919195914207	0.02065124915216915	20	20	restoration	0.016641919195914207
just	0	mlp	4	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9700706488275728	0.0023375702865493287	0.012685696711868985	0.02637021881010863	20	20	restoration	0.012685696711868985
just	0	mlp	11	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9749607618245484	-0.002552542710426356	0.010793385487426133	0.023398386976880944	20	20	restoration	0.010793385487426133
just	0	mlp	12	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9718242433785488	0.0005839757355733833	0.008553842733682277	0.018642844108002914	20	20	restoration	0.008553842733682277
just	0	mlp	0	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724917546291634	-8.353551504124702e-05	0.005687651192590468	0.00907339173703266	20	20	restoration	0.005687651192590468
just	0	mlp	16	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.971257983719904	0.001150235394218027	0.005153275390531089	0.007910671871343998	20	20	restoration	0.005153275390531089
just	0	mlp	18	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9716583812073702	0.0007498379067517741	0.004241514375319442	0.005471101616745132	20	20	restoration	0.004241514375319442
just	0	mlp	7	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9765909869117199	-0.004182767797597772	0.0040476432099064655	0.024961685842973834	20	20	restoration	0.0040476432099064655
just	0	mlp	17	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9717130672550848	0.0006951518590372297	0.0024648115644429584	0.00410893914988997	20	20	restoration	0.0024648115644429584
just	0	mlp	25	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972291517054668	0.00011670205945412127	0.0019130035828365285	0.0025609718333292407	20	20	restoration	0.0019130035828365285
just	0	mlp	23	utterance_final_lexical	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9723084767522199	9.97423619021387e-05	0.0009107428320317817	0.0017239100840029705	20	20	restoration	0.0009107428320317817
